x;y;z
-0.00794161;0.0383668;-0.00636722
-0.00796751;0.0384905;-0.00638636
-0.00799346;0.0386144;-0.00640553
-0.00801944;0.0387384;-0.00642472
-0.00804547;0.0388627;-0.00644393
-0.00807154;0.0389872;-0.00646317
-0.00809765;0.0391118;-0.00648243
-0.0081238;0.0392366;-0.00650172
-0.00814999;0.0393617;-0.00652103
-0.00817623;0.0394869;-0.00654036
-0.00820251;0.0396123;-0.00655971
-0.00822883;0.039738;-0.00657909
-0.00825519;0.0398638;-0.00659849
-0.0082816;0.0399898;-0.00661792
-0.00830805;0.040116;-0.00663736
-0.00833454;0.0402424;-0.00665683
-0.00836107;0.040369;-0.00667633
-0.00838764;0.0404958;-0.00669584
-0.00841426;0.0406228;-0.00671538
-0.00844091;0.0407499;-0.00673495
-0.00846761;0.0408773;-0.00675453
-0.00849435;0.0410049;-0.00677414
-0.00852114;0.0411326;-0.00679377
-0.00854796;0.0412606;-0.00681343
-0.00857483;0.0413887;-0.00683311
-0.00860174;0.0415171;-0.00685281
-0.00862869;0.0416456;-0.00687253
-0.00865569;0.0417743;-0.00689228
-0.00868272;0.0419033;-0.00691205
-0.0087098;0.0420324;-0.00693184
-0.00873692;0.0421617;-0.00695165
-0.00876408;0.0422912;-0.00697149
-0.00879128;0.0424209;-0.00699135
-0.00881853;0.0425508;-0.00701123
-0.00884582;0.0426809;-0.00703114
-0.00887315;0.0428112;-0.00705107
-0.00890052;0.0429416;-0.00707102
-0.00892793;0.0430723;-0.00709099
-0.00895539;0.0432032;-0.00711099
-0.00898289;0.0433342;-0.00713101
-0.00901043;0.0434655;-0.00715105
-0.00903801;0.0435969;-0.00717111
-0.00906563;0.0437286;-0.0071912
-0.0090933;0.0438604;-0.00721131
-0.00912101;0.0439924;-0.00723144
-0.00914876;0.0441247;-0.00725159
-0.00917655;0.0442571;-0.00727177
-0.00920438;0.0443897;-0.00729197
-0.00923226;0.0445225;-0.00731219
-0.00926017;0.0446555;-0.00733243
-0.00928813;0.0447887;-0.00735269
-0.00931614;0.0449221;-0.00737298
-0.00934418;0.0450557;-0.00739329
-0.00937227;0.0451894;-0.00741362
-0.00940039;0.0453234;-0.00743398
-0.00942856;0.0454576;-0.00745436
-0.00945677;0.0455919;-0.00747475
-0.00948503;0.0457265;-0.00749517
-0.00951332;0.0458612;-0.00751562
-0.00954166;0.0459961;-0.00753608
-0.00957004;0.0461313;-0.00755657
-0.00959846;0.0462666;-0.00757708
-0.00962693;0.0464021;-0.00759761
-0.00965543;0.0465378;-0.00761816
-0.00968398;0.0466737;-0.00763874
-0.00971257;0.0468098;-0.00765934
-0.0097412;0.0469461;-0.00767995
-0.00976987;0.0470826;-0.0077006
-0.00979859;0.0472193;-0.00772126
